doc_id,token_id,token,pos
d433,5,or,CCONJ
d433,6,revolving,VERB
d433,7,doors,NOUN
d433,8,and,CCONJ
d433,9,vestibules,NOUN
d433,10,where,ADV
d433,11,possible,ADJ
d433,12,.,PUNCT
d434,1,Install,VERB
d434,2,separate,ADJ
d434,3,smaller,ADJ
d434,4,people,NOUN
d434,5,doors,NOUN
d434,6,near,ADP
d434,7,areas,NOUN
d434,8,of,ADP
d434,9,large,ADJ
d434,10,vehicle,NOUN
d434,11,door,NOUN
d434,12,air,NOUN
d434,13,leakage,NOUN
d434,14,.,PUNCT
d435,1,Seal,NOUN
d435,2,top,NOUN
d435,3,and,CCONJ
d435,4,bottom,NOUN
d435,5,of,ADP
d435,6,building,NOUN
d435,7,.,PUNCT
d436,1,Seal,NOUN
d436,2,vertical,ADJ
d436,3,shafts,NOUN
d436,4,",",PUNCT
d436,5,stairways,NOUN
d436,6,",",PUNCT
d436,7,outside,ADV
d436,8,walls,NOUN
d436,9,",",PUNCT
d436,10,and,CCONJ
d436,11,openings,NOUN
d436,12,.,PUNCT
d437,1,Seal,NOUN
d437,2,or,CCONJ
d437,3,cap,NOUN
d437,4,obsolete,PROPN
d437,5,shafts,NOUN
d437,6,",",PUNCT
d437,7,chimneys,NOUN
d437,8,",",PUNCT
d437,9,and,CCONJ
d437,10,other,ADJ
d437,11,air,NOUN
d437,12,chases,VERB
d437,13,.,PUNCT
d438,1,Compartmentalize,VERB
d438,2,garage,NOUN
d438,3,doors,NOUN
d438,4,and,CCONJ
d438,5,mechanical,ADJ
d438,6,and,CCONJ
d438,7,vented,VERB
d438,8,internal,ADJ
d438,9,and,CCONJ
d438,10,special,ADJ
d438,11,-,PUNCT
d438,12,purpose,NOUN
d438,13,rooms,NOUN
d438,14,.,PUNCT
d439,1,Seal,NOUN
d439,2,all,DET
d439,3,exterior,ADJ
d439,4,joints,NOUN
d439,5,in,ADP
d439,6,the,DET
d439,7,building,NOUN
d439,8,envelope,NOUN
d439,9,.,PUNCT
d440,1,Seal,NOUN
d440,2,around,ADP
d440,3,all,DET
d440,4,penetrations,NOUN
d440,5,of,ADP
d440,6,the,DET
d440,7,building,NOUN
d440,8,envelope,NOUN
d440,9,by,ADP
d440,10,utility,NOUN
d440,11,services,NOUN
d440,12,.,PUNCT
d441,1,Reduce,VERB
d441,2,air,NOUN
d441,3,leakage,NOUN
d441,4,.,PUNCT
d442,1,Verify,VERB
d442,2,vapor,NOUN
d442,3,barriers,NOUN
d442,4,are,AUX
d442,5,installed,VERB
d442,6,in,ADP
d442,7,the,DET
d442,8,proper,ADJ
d442,9,position,NOUN
d442,10,in,ADP
d442,11,walls,NOUN
d442,12,",",PUNCT
d442,13,ceilings,NOUN
d442,14,",",PUNCT
d442,15,and,CCONJ
d442,16,roofs,NOUN
d443,1,Install,VERB
d443,2,vapor,NOUN
d443,3,barriers,NOUN
d443,4,in,ADP
d443,5,walls,NOUN
d443,6,",",PUNCT
d443,7,ceilings,NOUN
d443,8,",",PUNCT
d443,9,and,CCONJ
d443,10,roofs,NOUN
d443,11,.,PUNCT
d444,1,LEGACY,NOUN
d444,2,:,PUNCT
d444,3,Use,VERB
d444,4,'',PUNCT
d444,5,'',PUNCT
d444,6,(high,PROPN
d444,7,-,PUNCT
d444,8,reflectance,NOUN
d444,9,roofing,NOUN
d444,10,material),NOUN
d444,11,with,ADP
d444,12,reroofing,NOUN
d444,13,projects,NOUN
d444,14,.,PUNCT
d445,1,Conduct,VERB
d445,2,a,DET
d445,3,lighting,NOUN
d445,4,audit,NOUN
d445,5,to,PART
d445,6,guide,NOUN
d445,7,the,DET
d445,8,lighting,NOUN
d445,9,evaluation,NOUN
d445,10,and,CCONJ
d445,11,retrofit,NOUN
d445,12,process,NOUN
d445,13,.,PUNCT
d446,1,Verify,VERB
d446,2,correct,ADJ
d446,3,operation,NOUN
d446,4,",",PUNCT
d446,5,programming,NOUN
d446,6,",",PUNCT
d446,7,and,CCONJ
d446,8,placement,NOUN
d446,9,of,ADP
d446,10,all,DET
d446,11,lighting,NOUN
d446,12,controls,NOUN
d446,13,.,PUNCT
d447,1,Test,PROPN
d447,2,function,NOUN
d447,3,of,ADP
d447,4,dimmers,NOUN
d447,5,",",PUNCT
d447,6,multi,X
d447,7,-,PUNCT
d447,8,scene,NOUN
d447,9,controls,NOUN
d447,10,",",PUNCT
d447,11,occupancy,NOUN
d447,12,and,CCONJ
d447,13,vacancy,NOUN
d447,14,sensors,NOUN
d447,15,",",PUNCT
d447,16,time,NOUN
d447,17,switches,NOUN
d447,18,",",PUNCT
d447,19,photosensors,NOUN
d447,20,.,PUNCT
d448,1,Install,VERB
d448,2,a,DET
d448,3,skylight,NOUN
d448,4,",",PUNCT
d448,5,tubular,ADJ
d448,6,daylighting,VERB
d448,7,device,NOUN
d448,8,",",PUNCT
d448,9,or,CCONJ
d448,10,sunlight,NOUN
d448,11,delivery,NOUN
d448,12,system,NOUN
d448,13,.,PUNCT
d449,1,Consider,VERB
d449,2,retrofitting,VERB
d449,3,with,ADP
d449,4,light,NOUN
d449,5,shelves,NOUN
d449,6,or,CCONJ
d449,7,window,NOUN
d449,8,treatments,NOUN
d449,9,to,PART
d449,10,increase,NOUN
d449,11,controlled,VERB
d449,12,floor,NOUN
d449,13,plate,NOUN
d449,14,penetration,NOUN
d449,15,and,CCONJ
d449,16,access,NOUN
d449,17,to,PART
d449,18,daylight,NOUN
d449,19,.,PUNCT
d450,1,Align,PROPN
d450,2,light,NOUN
d450,3,levels,NOUN
d450,4,to,PART
d450,5,IES,PROPN
d450,6,recommended,VERB
d450,7,values,NOUN
d450,8,with,ADP
d450,9,new,ADJ
d450,10,layouts,NOUN
d450,11,and,CCONJ
d450,12,luminaires,NOUN
d450,13,to,PART
d450,14,maximize,VERB
d450,15,efficiency,NOUN
d450,16,and,CCONJ
d450,17,reduce,VERB
d450,18,the,DET
d450,19,total,ADJ
d450,20,connected,VERB
d450,21,lighting,NOUN
d450,22,load,NOUN
d450,23,.,PUNCT
d451,1,Upgrade,NOUN
d451,2,incandescent,ADJ
d451,3,lamps,NOUN
d451,4,to,PART
d451,5,LED,VERB
d451,6,.,PUNCT
d452,1,Upgrade,NOUN
d452,2,fluorescent,ADJ
d452,3,luminaires,NOUN
d452,4,to,PART
d452,5,LED,VERB
d452,6,.,PUNCT
d453,1,Replace,VERB
d453,2,mercury,NOUN
d453,3,vapor,NOUN
d453,4,or,CCONJ
d453,5,probe,NOUN
d453,6,-,PUNCT
d453,7,start,VERB
d453,8,metal,NOUN
d453,9,halide,NOUN
d453,10,HID,VERB
d453,11,with,ADP
d453,12,LED,VERB
d453,13,.,PUNCT
d454,1,Replace,VERB
d454,2,lamps,NOUN
d454,3,with,ADP
d454,4,reduced,VERB
d454,5,wattage,NOUN
d454,6,LED,VERB
d454,7,lamps,NOUN
d454,8,.,PUNCT
d455,1,Upgrade,NOUN
d455,2,all,DET
d455,3,exit,NOUN
d455,4,signs,NOUN
d455,5,to,PART
d455,6,non,X
d455,7,-,PUNCT
d455,8,powered,VERB
d455,9,(such,NOUN
d455,10,as,ADP
d455,11,luminescent),NOUN
d455,12,or,CCONJ
d455,13,LED,VERB
d455,14,.,PUNCT
d456,1,Consider,VERB
d456,2,plug,NOUN
d456,3,-,PUNCT
d456,4,and,CCONJ
d456,5,-,PUNCT
d456,6,play,VERB
d456,7,systems,NOUN
d456,8,to,PART
d456,9,provide,VERB
d456,10,flexibility,NOUN
d456,11,as,ADP
d456,12,space,NOUN
d456,13,use,VERB
d456,14,changes,NOUN
d456,15,.,PUNCT
d457,1,Install,VERB
d457,2,shut,VERB
d457,3,-,PUNCT
d457,4,off,ADP
d457,5,controls,NOUN
d457,6,",",PUNCT
d457,7,such,ADJ
d457,8,as,ADP
d457,9,time,NOUN
d457,10,switches,NOUN
d457,11,.,PUNCT
d458,1,Install,VERB
d458,2,high,ADJ
d458,3,-,PUNCT
d458,4,performance,NOUN
d458,5,electronic,ADJ
d458,6,multi,X
d458,7,-,PUNCT
d458,8,level,NOUN
d458,9,or,CCONJ
d458,10,continuously,ADV
d458,11,dimmable,ADJ
d458,12,luminaires,NOUN
d458,13,.,PUNCT
d459,1,Add,VERB
d459,2,task,NOUN
d459,3,lighting,NOUN
d459,4,with,ADP
d459,5,vacancy,NOUN
d459,6,sensing,VERB
d459,7,and,CCONJ
d459,8,consider,VERB
d459,9,lowering,VERB
d459,10,levels,NOUN
d459,11,of,ADP
d459,12,general,ADJ
d459,13,illumination,NOUN
d459,14,.,PUNCT
d460,1,Rezone,NOUN
d460,2,lighting,NOUN
d460,3,as,ADP
d460,4,necessary,ADJ
d460,5,to,PART
d460,6,add,VERB
d460,7,daylight,NOUN
d460,8,-,PUNCT
d460,9,sensing,VERB
d460,10,controls,NOUN
d460,11,for,ADP
d460,12,general,ADJ
d460,13,illumination,NOUN
d460,14,in,ADP
d460,15,rooms,NOUN
d460,16,with,ADP
d460,17,windows,NOUN
d460,18,or,CCONJ
d460,19,skylights,NOUN
d460,20,.,PUNCT
d461,1,Install,VERB
d461,2,controls,NOUN
d461,3,to,PART
d461,4,provide,VERB
d461,5,multiple,ADJ
d461,6,light,NOUN
d461,7,levels,NOUN
d461,8,or,CCONJ
d461,9,dimming,VERB
d461,10,where,ADV
d461,11,appropriate,ADJ
d461,12,.,PUNCT
d462,1,Create,VERB
d462,2,zoned,VERB
d462,3,lighting,NOUN
d462,4,to,PART
d462,5,facilitate,VERB
d462,6,advanced,ADJ
d462,7,controls,NOUN
d462,8,schemes,NOUN
d462,9,and,CCONJ
d462,10,avoid,VERB
d462,11,operating,NOUN
d462,12,the,DET
d462,13,entire,ADJ
d462,14,lighting,NOUN
d462,15,system,NOUN
d462,16,at,ADP
d462,17,all,DET
d462,18,times,NOUN
d462,19,.,PUNCT
d463,1,Install,VERB
d463,2,personal,ADJ
d463,3,lighting,NOUN
d463,4,controls,NOUN
d463,5,with,ADP
d463,6,vacancy,NOUN
d463,7,sensing,VERB
d463,8,so,ADV
d463,9,individual,NOUN
d463,10,occupants,NOUN
d463,11,can,AUX
d463,12,vary,VERB
d463,13,the,DET
d463,14,light,NOUN
d463,15,levels,NOUN
d463,16,within,ADP
d463,17,their,PRON
d463,18,spaces,NOUN
d463,19,.,PUNCT
d464,1,Reduce,VERB
d464,2,(or,NOUN
d464,3,turn,VERB
d464,4,off),NOUN
d464,5,lighting,NOUN
d464,6,levels,NOUN
d464,7,in,ADP
d464,8,unoccupied,VERB
d464,9,spaces,NOUN
d464,10,and,CCONJ
d464,11,during,ADP
d464,12,nighttime,ADV
d464,13,hours,NOUN
d464,14,.,PUNCT
d465,1,Install,VERB
d465,2,occupancy,NOUN
d465,3,",",PUNCT
d465,4,vacancy,NOUN
d465,5,",",PUNCT
d465,6,or,CCONJ
d465,7,motion,NOUN
d465,8,sensors,NOUN
d465,9,with,ADP
d465,10,either,CCONJ
d465,11,manual,ADJ
d465,12,-,PUNCT
d465,13,on,ADP
d465,14,or,CCONJ
d465,15,auto,NOUN
d465,16,-,PUNCT
d465,17,on,ADP
d465,18,to,PART
d465,19,maximum,ADJ
d465,20,50%,NUM
d465,21,of,ADP
d465,22,lighting,NOUN
d465,23,power,NOUN
d465,24,.,PUNCT
d466,1,Install,VERB
d466,2,vacancy,NOUN
d466,3,sensors,NOUN
d466,4,in,ADP
d466,5,garages,NOUN
d466,6,",",PUNCT
d466,7,laundry,NOUN
d466,8,rooms,NOUN
d466,9,",",PUNCT
d466,10,closets,NOUN
d466,11,",",PUNCT
d466,12,and,CCONJ
d466,13,utility,NOUN
d466,14,rooms,NOUN
d466,15,.,PUNCT
d467,1,Evaluate,VERB
d467,2,turning,VERB
d467,3,night,NOUN
d467,4,lighting,NOUN
d467,5,off,ADP
d467,6,or,CCONJ
d467,7,to,PART
d467,8,a,DET
d467,9,lower,ADJ
d467,10,level,NOUN
d467,11,when,ADV
d467,12,building,NOUN
d467,13,is,AUX
d467,14,completely,ADV
d467,15,unoccupied,VERB
d467,16,.,PUNCT
d468,1,Whenever,ADV
d468,2,possible,ADJ
d468,3,move,VERB
d468,4,restocking,VERB
d468,5,and,CCONJ
d468,6,cleaning,VERB
d468,7,operations,NOUN
d468,8,to,PART
d468,9,normal,ADJ
d468,10,operating,NOUN
d468,11,hours,NOUN
d468,12,.,PUNCT
d469,1,Upgrade,NOUN
d469,2,task,NOUN
d469,3,and,CCONJ
d469,4,display,NOUN
d469,5,lighting,NOUN
d469,6,(including,VERB
d469,7,lighting,NOUN
d469,8,in,ADP
d469,9,refrigeration,NOUN
d469,10,and,CCONJ
d469,11,freezer,NOUN
d469,12,cases),NOUN
d469,13,to,PART
d469,14,LED,VERB
d469,15,.,PUNCT
d470,1,Upgrade,NOUN
d470,2,fluorescent,ADJ
d470,3,or,CCONJ
d470,4,neon,NOUN
d470,5,signage,NOUN
d470,6,to,PART
d470,7,LED,VERB
d470,8,.,PUNCT
d471,1,Automate,ADJ
d471,2,the,DET
d471,3,turn,VERB
d471,4,off,ADP
d471,5,all,DET
d471,6,exterior,ADJ
d471,7,lighting,NOUN
d471,8,during,ADP
d471,9,daylight,NOUN
d471,10,hours,NOUN
d471,11,.,PUNCT
d472,1,Automatically,ADV
d472,2,dimming,VERB
d472,3,or,CCONJ
d472,4,turning,VERB
d472,5,off,ADP
d472,6,of,ADP
d472,7,exterior,ADJ
d472,8,sign,VERB
d472,9,lighting,NOUN
d472,10,during,ADP
d472,11,daylight,NOUN
d472,12,hours,NOUN
d472,13,.,PUNCT
d473,1,Dim,PROPN
d473,2,exterior,ADJ
d473,3,sign,VERB
d473,4,lighting,NOUN
d473,5,from,ADP
d473,6,an,DET
d473,7,hour,NOUN
d473,8,after,ADP
d473,9,closing,VERB
d473,10,until,SCONJ
d473,11,an,DET
d473,12,hour,NOUN
d473,13,before,SCONJ
d473,14,opening,VERB
d473,15,.,PUNCT
d474,1,Install,VERB
d474,2,time,NOUN
d474,3,switches,NOUN
d474,4,and/or,NOUN
d474,5,motion,NOUN
d474,6,sensors,NOUN
d474,7,to,PART
d474,8,control,NOUN
d474,9,outdoor,ADJ
d474,10,lighting,NOUN
d475,1,Turn,VERB
d475,2,off,ADP
d475,3,facade/landscape,NOUN
d475,4,lighting,NOUN
d475,5,from,ADP
d475,6,an,DET
d475,7,hour,NOUN
d475,8,after,ADP
d475,9,closing,VERB
d475,10,until,SCONJ
d475,11,an,DET
d475,12,hour,NOUN
d475,13,before,SCONJ
d475,14,opening,VERB
d476,1,Implement,VERB
d476,2,a,DET
d476,3,plan,NOUN
d476,4,to,PART
d476,5,recycle,NOUN
d476,6,lamps,NOUN
d476,7,",",PUNCT
d476,8,ballasts,NOUN
d476,9,",",PUNCT
d476,10,and,CCONJ
d476,11,luminaires,NOUN
d476,12,removed,VERB
d476,13,from,ADP
d476,14,the,DET
d476,15,building,NOUN
d476,16,.,PUNCT
d477,1,Consider,VERB
d477,2,updating,VERB
d477,3,lighting,NOUN
d477,4,systems,NOUN
d477,5,to,PART
d477,6,provide,VERB
d477,7,demand,NOUN
d477,8,response,NOUN
d477,9,capability,NOUN
d477,10,to,PART
d477,11,reduce,VERB
d477,12,loads,NOUN
d477,13,during,ADP
d477,14,peak,NOUN
d477,15,demand,NOUN
d477,16,.,PUNCT
d478,1,Consider,VERB
d478,2,installation,NOUN
d478,3,of,ADP
d478,4,lighting,NOUN
d478,5,systems,NOUN
d478,6,that,SCONJ
d478,7,facilitate,VERB
d478,8,load,NOUN
d478,9,shed,VERB
d478,10,requests,NOUN
d478,11,from,ADP
d478,12,the,DET
d478,13,utility,NOUN
d478,14,or,CCONJ
d478,15,energy,NOUN
d478,16,aggregator,NOUN
d478,17,.,PUNCT
d479,1,LEGACY,NOUN
d479,2,:,PUNCT
d479,3,Replace,VERB
d479,4,failed,VERB
d479,5,lamps,NOUN
d479,6,",",PUNCT
d479,7,ballasts,NOUN
d479,8,",",PUNCT
d479,9,and,CCONJ
d479,10,luminaires,NOUN
d479,11,.,PUNCT
d480,1,LEGACY,NOUN
d480,2,:,PUNCT
d480,3,Turn,VERB
d480,4,off,ADP
d480,5,all,DET
d480,6,exterior,ADJ
d480,7,lighting,NOUN
d480,8,during,ADP
d480,9,daylight,NOUN
d480,10,hours,NOUN
d480,11,.,PUNCT
d481,1,LEGACY,NOUN
d481,2,:,PUNCT
d481,3,Upgrade,NOUN
d481,4,incandescent,ADJ
d481,5,lamps,NOUN
d481,6,to,PART
d481,7,halogen,PROPN
d481,8,",",PUNCT
d481,9,compact,ADJ
d481,10,fluorescent,ADJ
d481,11,",",PUNCT
d481,12,solid,ADJ
d481,13,state,NOUN
d481,14,(LED),NOUN
d481,15,",",PUNCT
d481,16,or,CCONJ
d481,17,metal,NOUN
d481,18,halide,NOUN
d481,19,.,PUNCT
d482,1,LEGACY,NOUN
d482,2,:,PUNCT
d482,3,Upgrade,NOUN
d482,4,T12,NUM
d482,5,fluorescent,ADJ
d482,6,luminaires,NOUN
d482,7,to,PART
d482,8,high,ADJ
d482,9,-,PUNCT
d482,10,performance,NOUN
d482,11,T8,NUM
d482,12,or,CCONJ
d482,13,T5,NUM
d482,14,systems,NOUN
d482,15,.,PUNCT
d483,1,LEGACY,NOUN
d483,2,:,PUNCT
d483,3,Consider,VERB
d483,4,replacing,VERB
d483,5,the,DET
d483,6,lamps,NOUN
d483,7,with,ADP
d483,8,reduced,VERB
d483,9,wattage,NOUN
d483,10,lamps,NOUN
d483,11,.,PUNCT
d484,1,LEGACY,NOUN
d484,2,:,PUNCT
d484,3,Replace,VERB
d484,4,mercury,NOUN
d484,5,vapor,NOUN
d484,6,or,CCONJ
d484,7,probe,NOUN
d484,8,-,PUNCT
d484,9,start,VERB
d484,10,metal,NOUN
d484,11,halide,NOUN
d484,12,HID,VERB
d484,13,with,ADP
d484,14,pulse,NOUN
d484,15,-,PUNCT
d484,16,start,VERB
d484,17,metal,NOUN
d484,18,halide,NOUN
d484,19,or,CCONJ
d484,20,T8,NUM
d484,21,or,CCONJ
d484,22,T5,NUM
d484,23,fluorescents,NOUN
d484,24,.,PUNCT
d485,1,LEGACY,NOUN
d485,2,:,PUNCT
d485,3,Add,VERB
d485,4,task,NOUN
d485,5,lighting,NOUN
d485,6,and,CCONJ
d485,7,consider,VERB
d485,8,lowering,VERB
d485,9,levels,NOUN
d485,10,of,ADP
d485,11,general,ADJ
d485,12,illumination,NOUN
d485,13,.,PUNCT
d486,1,LEGACY,NOUN
d486,2,:,PUNCT
d486,3,Upgrade,NOUN
d486,4,task,NOUN
d486,5,and,CCONJ
d486,6,display,NOUN
d486,7,lighting,NOUN
d486,8,(including,VERB
d486,9,lighting,NOUN
d486,10,in,ADP
d486,11,refrigeration,NOUN
d486,12,and,CCONJ
d486,13,freezer,NOUN
d486,14,cases),NOUN
d486,15,to,PART
d486,16,solid,ADJ
d486,17,state,NOUN
d486,18,(LED),NOUN
d486,19,sources,NOUN
d486,20,.,PUNCT
d487,1,LEGACY,NOUN
d487,2,:,PUNCT
d487,3,Install,VERB
d487,4,controls,NOUN
d487,5,to,PART
d487,6,provide,VERB
d487,7,multiple,ADJ
d487,8,light,NOUN
d487,9,levels,NOUN
d487,10,or,CCONJ
d487,11,dimming,VERB
d487,12,where,ADV
d487,13,appropriate,ADJ
d487,14,.,PUNCT
d488,1,LEGACY,NOUN
d488,2,:,PUNCT
d488,3,Install,VERB
d488,4,personal,ADJ
d488,5,lighting,NOUN
d488,6,controls,NOUN
d488,7,so,ADV
d488,8,individual,NOUN
d488,9,occupants,NOUN
d488,10,can,AUX
d488,11,vary,VERB
d488,12,the,DET
d488,13,light,NOUN
d488,14,levels,NOUN
d488,15,within,ADP
d488,16,their,PRON
d488,17,spaces,NOUN
d488,18,.,PUNCT
d489,1,LEGACY,NOUN
d489,2,:,PUNCT
d489,3,Evaluate,VERB
d489,4,turning,VERB
d489,5,emergency,NOUN
d489,6,lighting,NOUN
d489,7,off,ADP
d489,8,or,CCONJ
d489,9,to,PART
d489,10,a,DET
d489,11,lower,ADJ
d489,12,level,NOUN
d489,13,when,ADV
d489,14,building,NOUN
d489,15,is,AUX
d489,16,completely,ADV
d489,17,unoccupied,VERB
d489,18,.,PUNCT
d490,1,LEGACY,NOUN
d490,2,:,PUNCT
d490,3,Upgrade,NOUN
d490,4,fluorescent,ADJ
d490,5,or,CCONJ
d490,6,neon,NOUN
d490,7,signage,NOUN
d490,8,to,PART
d490,9,high,ADJ
d490,10,-,PUNCT
d490,11,performance,NOUN
d490,12,T8,NUM
d490,13,or,CCONJ
d490,14,T5,NUM
d490,15,fluorescent,ADJ
d490,16,systems,NOUN
d490,17,or,CCONJ
d490,18,solid,ADJ
d490,19,-,PUNCT
d490,20,state,NOUN
d490,21,(LED),NOUN
d490,22,systems,NOUN
d490,23,.,PUNCT
d491,1,LEGACY,NOUN
d491,2,:,PUNCT
d491,3,Reduce,VERB
d491,4,exterior,ADJ
d491,5,sign,VERB
d491,6,lighting,NOUN
d491,7,by,ADP
d491,8,30%,NUM
d491,9,from,ADP
d491,10,an,DET
d491,11,hour,NOUN
d491,12,after,ADP
d491,13,closing,VERB
d491,14,until,SCONJ
d491,15,an,DET
d491,16,hour,NOUN
d491,17,before,SCONJ
d491,18,opening,VERB
d491,19,.,PUNCT
d492,1,LEGACY,NOUN
d492,2,:,PUNCT
d492,3,Consider,VERB
d492,4,plug,NOUN
d492,5,-,PUNCT
d492,6,and,CCONJ
d492,7,-,PUNCT
d492,8,play,VERB
d492,9,systems,NOUN
d492,10,to,PART
d492,11,provide,VERB
d492,12,flexibility,NOUN
d492,13,as,ADP
d492,14,space,NOUN
d492,15,use,VERB
d492,16,changes,NOUN
d492,17,.,PUNCT
d493,1,Maintain,VERB
d493,2,and,CCONJ
d493,3,ensure,VERB
d493,4,piping,VERB
d493,5,distribution,NOUN
d493,6,systems,NOUN
d493,7,are,AUX
d493,8,free,ADJ
d493,9,of,ADP
d493,10,entrained,VERB
d493,11,air,NOUN
d494,1,Clean,ADJ
d494,2,and,CCONJ
d494,3,maintain,VERB
d494,4,HVAC,PROPN
d494,5,heat,NOUN
d494,6,exchange,NOUN
d494,7,surfaces,NOUN
d494,8,for,ADP
d494,9,effective,ADJ
d494,10,heat,NOUN
d494,11,transfer,NOUN
d494,12,.,PUNCT
d495,1,Replace,VERB
d495,2,or,CCONJ
d495,3,clean,ADJ
d495,4,filters,NOUN
d495,5,in,ADP
d495,6,accordance,NOUN
d495,7,with,ADP
d495,8,the,DET
d495,9,manufacturer's,NOUN
d495,10,recommended,VERB
d495,11,schedule,NOUN
d495,12,or,CCONJ
d495,13,design,NOUN
d495,14,pressure,NOUN
d495,15,drop,VERB
d495,16,.,PUNCT
d496,1,Test,PROPN
d496,2,HVAC,PROPN
d496,3,system,NOUN
d496,4,piping,VERB
d496,5,and,CCONJ
d496,6,duct,NOUN
d496,7,systems,NOUN
d496,8,for,ADP
d496,9,leakage,NOUN
d496,10,.,PUNCT
d496,11,Repair,NOUN
d496,12,as,ADP
d496,13,required,VERB
d496,14,.,PUNCT
d497,1,Maintain,VERB
d497,2,insulation,NOUN
d497,3,on,ADP
d497,4,HVAC,PROPN
d497,5,system,NOUN
d497,6,piping,VERB
d497,7,and,CCONJ
d497,8,duct,NOUN
d497,9,systems,NOUN
d497,10,.,PUNCT
d498,1,Maintain,VERB
d498,2,the,DET
d498,3,steam,NOUN
d498,4,water,NOUN
d498,5,heating,NOUN
d498,6,",",PUNCT
d498,7,hot,ADJ
d498,8,-,PUNCT
d498,9,water,NOUN
d498,10,heating,NOUN
d498,11,",",PUNCT
d498,12,and,CCONJ
d498,13,chilled,VERB
d498,14,-,PUNCT
d498,15,water,NOUN
d498,16,cooling,NOUN
d498,17,control,NOUN
d498,18,valves,PRON
d498,19,against,ADP
d498,20,leakage,NOUN
d498,21,.,PUNCT
d499,1,Conduct,VERB
d499,2,a,DET
d499,3,combustion,NOUN
d499,4,analysis,NOUN
d499,5,of,ADP
d499,6,fossil,NOUN
d499,7,fired,VERB
d499,8,heating,NOUN
d499,9,and/or,NOUN
d499,10,cooling,NOUN
d499,11,equipment,NOUN
d499,12,and,CCONJ
d499,13,make,VERB
d499,14,necessary,ADJ
d499,15,corrections,NOUN
d499,16,.,PUNCT
d500,1,Observe,VERB
d500,2,heating,NOUN
d500,3,operations,NOUN
d500,4,for,ADP
d500,5,short,ADJ
d500,6,or,CCONJ
d500,7,rapid,ADJ
d500,8,cycling,VERB
d500,9,of,ADP
d500,10,the,DET
d500,11,burners,NOUN
d500,12,.,PUNCT
d500,13,Address,VERB
d500,14,with,ADP
d500,15,boiler,NOUN
d500,16,manufacturer,NOUN
d500,17,if,SCONJ
d500,18,rapid,ADJ
d500,19,cycling,VERB
d500,20,is,AUX
d500,21,observed,VERB
d500,22,.,PUNCT
d501,1,Where,ADV
d501,2,cooling,NOUN
d501,3,is,AUX
d501,4,provided,VERB
d501,5,by,ADP
d501,6,multiple,ADJ
d501,7,units,NOUN
d501,8,",",PUNCT
d501,9,maintain,VERB
d501,10,proper,ADJ
d501,11,sequencing,VERB
d501,12,to,PART
d501,13,achieve,VERB
d501,14,maximum,ADJ
d501,15,efficiency,NOUN
d501,16,while,SCONJ
d501,17,meeting,NOUN
d501,18,required,VERB
d501,19,load,NOUN
d501,20,.,PUNCT
d502,1,Check,VERB
d502,2,that,SCONJ
d502,3,dampers,NOUN
d502,4,move,VERB
d502,5,freely,ADV
d502,6,through,ADP
d502,7,their,PRON
d502,8,entire,ADJ
d502,9,operating,NOUN
d502,10,range,NOUN
d502,11,.,PUNCT
d502,12,Clean,ADJ
d502,13,",",PUNCT
d502,14,lubricate,VERB
d502,15,",",PUNCT
d502,16,adjust,VERB
d502,17,",",PUNCT
d502,18,and,CCONJ
d502,19,repair,NOUN
d502,20,as,ADP
d502,21,necessary,ADJ
d502,22,.,PUNCT
d503,1,Dynamically,ADV
d503,2,reduce,VERB
d503,3,HVAC,PROPN
d503,4,systems,NOUN
d503,5,outdoor,ADJ
d503,6,airflow,NOUN
d503,7,rates,NOUN
d503,8,when,ADV
d503,9,possible,ADJ
d503,10,.,PUNCT
d503,11,Minimum,ADJ
d503,12,OA,PROPN
d503,13,rates,NOUN
d503,14,should,AUX
d503,15,comply,VERB
d503,16,with,ADP
d503,17,code,NOUN
d503,18,requirements,NOUN
d503,19,.,PUNCT
d504,1,Reduce,VERB
d504,2,minimum,NOUN
d504,3,flow,NOUN
d504,4,settings,NOUN
d504,5,in,ADP
d504,6,single,ADJ
d504,7,-,PUNCT
d504,8,duct,NOUN
d504,9,and,CCONJ
d504,10,dual,ADJ
d504,11,-,PUNCT
d504,12,duct,NOUN
d504,13,VAV,PROPN
d504,14,terminals,NOUN
d504,15,as,ADP
d504,16,low,ADJ
d504,17,as,ADP
d504,18,is,AUX
d504,19,practical,ADJ
d504,20,to,PART
d504,21,meet,VERB
d504,22,load,NOUN
d504,23,and/or,NOUN
d504,24,minimum,NOUN
d504,25,ventilation,NOUN
d504,26,requirements,NOUN
d504,27,.,PUNCT
d505,1,Minimize,VERB
d505,2,exhaust,NOUN
d505,3,and,CCONJ
d505,4,makeup,NOUN
d505,5,(ventilation),NOUN
d505,6,rates,NOUN
d505,7,when,ADV
d505,8,possible,ADJ
d505,9,.,PUNCT
d506,1,Use,VERB
d506,2,operable,ADJ
d506,3,windows,NOUN
d506,4,for,ADP
d506,5,ventilation,NOUN
d506,6,during,ADP
d506,7,mild,ADJ
d506,8,weather,NOUN
d506,9,(natural,ADJ
d506,10,ventilation),NOUN
d506,11,when,ADV
d506,12,outdoor,ADJ
d506,13,conditions,NOUN
d506,14,are,AUX
d506,15,optimal,ADJ
d506,16,.,PUNCT
d507,1,Confirm,VERB
